"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://www.onlinegamblingcanada.com/","Indexable","","0","","164","55","0","100,000","95","37","0","10","10","0"
"https://www.onlinegamblingcanada.com/news/alberta-igaming-launch-what-it-means-for-players","Indexable","","1","","3","3","0","5,450","66","25","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/blackjack-strategy-guide-for-canadian-players","Indexable","","1","","4","4","0","7,270","66","27","0","0","0","0"
"https://www.onlinegamblingcanada.com/games/bingo","Indexable","","1","","169","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/reviews","Indexable","","1","","195","55","0","100,000","103","38","0","13","13","0"
"https://www.onlinegamblingcanada.com/games/blackjack","Indexable","","1","","173","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/news","Indexable","","1","","207","55","0","100,000","74","39","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-sport","Indexable","","1","","10","5","0","9,090","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/draftkings-casino","Indexable","","1","","10","5","0","9,090","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/games/poker","Indexable","","1","","171","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/news/nfl-2026-betting-guide-for-canadian-bettors","Indexable","","1","","3","3","0","5,450","66","25","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained","Indexable","","1","","4","4","0","7,270","67","27","0","0","0","0"
"https://www.onlinegamblingcanada.com/sports-betting/ontario","Indexable","","1","","120","55","0","100,000","74","29","0","6","6","0"
"https://www.onlinegamblingcanada.com/games/video-poker","Indexable","","1","","169","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/contact","Indexable","","1","","55","55","0","100,000","59","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/games/roulette","Indexable","","1","","171","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-casino","Indexable","","1","","24","12","0","21,820","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/campeonbet-sports","Indexable","","1","","13","7","0","12,730","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/highroller-casino","Indexable","","1","","80","55","0","100,000","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/sports-betting/alberta","Indexable","","1","","112","55","0","100,000","74","29","0","6","6","0"
"https://www.onlinegamblingcanada.com/reviews/campobet-sports","Indexable","","1","","10","5","0","9,090","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/888casino","Indexable","","1","","187","55","0","100,000","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/sports-betting","Indexable","","1","","183","55","0","100,000","74","29","0","6","6","0"
"https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","Indexable","","1","","169","55","0","100,000","61","25","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/playojo-casino","Indexable","","1","","113","55","0","100,000","63","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/draftkings-sport","Indexable","","1","","10","5","0","9,090","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/about","Indexable","","1","","57","55","0","100,000","59","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/betinia-sports","Indexable","","1","","71","55","0","100,000","63","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/casino","Indexable","","1","","260","55","0","100,000","74","29","0","6","6","0"
"https://www.onlinegamblingcanada.com/games/slots","Indexable","","1","","178","55","0","100,000","68","25","0","3","3","0"
"https://www.onlinegamblingcanada.com/games","Indexable","","1","","123","55","0","100,000","65","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","Indexable","","1","","117","55","0","100,000","61","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","Indexable","","1","","2","2","0","3,640","65","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","Indexable","","1","","4","4","0","7,270","69","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/crypto","Indexable","","1","","166","55","0","100,000","70","27","0","5","5","0"
"https://www.onlinegamblingcanada.com/reviews/spin-casino","Indexable","","1","","112","55","0","100,000","64","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","Indexable","","1","","10","5","0","9,090","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","Indexable","","2","","3","3","0","5,450","74","28","0","5","5","0"
"https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","Indexable","","2","","1","1","0","1,820","66","25","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","Indexable","","2","","2","2","0","3,640","67","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","Indexable","","2","","8","4","0","7,270","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","Indexable","","2","","5","3","0","5,450","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","Indexable","","2","","2","1","0","1,820","64","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","Indexable","","2","","2","1","0","1,820","64","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","Indexable","","2","","3","2","0","3,640","60","24","0","1","1","0"
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","Indexable","","2","","2","1","0","1,820","63","24","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","Indexable","","2","","3","3","0","5,450","68","26","0","0","0","0"
