"Address","Status Code","Status"
"https://www.onlinegamblingcanada.com/","200","OK"
"https://www.onlinegamblingcanada.com/news/alberta-igaming-launch-what-it-means-for-players","200","OK"
"https://www.onlinegamblingcanada.com/news/blackjack-strategy-guide-for-canadian-players","200","OK"
"https://www.onlinegamblingcanada.com/games/bingo","200","OK"
"https://www.onlinegamblingcanada.com/reviews","200","OK"
"https://www.onlinegamblingcanada.com/games/blackjack","200","OK"
"https://www.onlinegamblingcanada.com/news","200","OK"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-sport","200","OK"
"https://www.onlinegamblingcanada.com/reviews/draftkings-casino","200","OK"
"https://www.onlinegamblingcanada.com/games/poker","200","OK"
"https://www.onlinegamblingcanada.com/news/nfl-2026-betting-guide-for-canadian-bettors","200","OK"
"https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained","200","OK"
"https://www.onlinegamblingcanada.com/sports-betting/ontario","200","OK"
"https://www.onlinegamblingcanada.com/games/video-poker","200","OK"
"https://www.onlinegamblingcanada.com/contact","200","OK"
"https://www.onlinegamblingcanada.com/games/roulette","200","OK"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/campeonbet-sports","200","OK"
"https://www.onlinegamblingcanada.com/reviews/highroller-casino","200","OK"
"https://www.onlinegamblingcanada.com/sports-betting/alberta","200","OK"
"https://www.onlinegamblingcanada.com/reviews/campobet-sports","200","OK"
"https://www.onlinegamblingcanada.com/reviews/888casino","200","OK"
"https://www.onlinegamblingcanada.com/sports-betting","200","OK"
"https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/playojo-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/draftkings-sport","200","OK"
"https://www.onlinegamblingcanada.com/about","200","OK"
"https://www.onlinegamblingcanada.com/reviews/betinia-sports","200","OK"
"https://www.onlinegamblingcanada.com/casino","200","OK"
"https://www.onlinegamblingcanada.com/games/slots","200","OK"
"https://www.onlinegamblingcanada.com/games","200","OK"
"https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","200","OK"
"https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","200","OK"
"https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","200","OK"
"https://www.onlinegamblingcanada.com/crypto","200","OK"
"https://www.onlinegamblingcanada.com/reviews/spin-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","200","OK"
"https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","200","OK"
"https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","200","OK"
"https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","200","OK"
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","200","OK"
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","200","OK"
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","200","OK"
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","200","OK"
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","200","OK"
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","200","OK"
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","200","OK"
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","200","OK"
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","200","OK"
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","200","OK"
"https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","200","OK"
"https://www.onlinegamblingcanada.com/ontario-casino-apps","200","OK"
"https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","200","OK"
