"Address","Occurrences","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://www.onlinegamblingcanada.com/crypto","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/crypto","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/spin-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/spin-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","","Indexable",""
"https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","","Indexable",""
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","","Indexable",""
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","","Indexable",""
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","","Indexable",""
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/betbeast-sport","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/neospin-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","","Indexable",""
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","","Indexable",""
"https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","","Indexable",""
"https://www.onlinegamblingcanada.com/ontario-casino-apps","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/ontario-casino-apps","","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","1","index, follow, max-image-preview:large","","","https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","","Indexable",""
