"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.onlinegamblingcanada.com/","text/html; charset=utf-8","200","OK","Indexable","","b5fc7c8feff2e0fef1f29c23eb07a572","37","https://www.onlinegamblingcanada.com/","https://www.onlinegamblingcanada.com/"
"https://www.onlinegamblingcanada.com/news/alberta-igaming-launch-what-it-means-for-players","text/html; charset=utf-8","200","OK","Indexable","","f5e9b58803d82a5e4ed68dbeb6d3bbf","90","https://www.onlinegamblingcanada.com/news/alberta-igaming-launch-what-it-means-for-players","https://www.onlinegamblingcanada.com/news/alberta-igaming-launch-what-it-means-for-players"
"https://www.onlinegamblingcanada.com/news/blackjack-strategy-guide-for-canadian-players","text/html; charset=utf-8","200","OK","Indexable","","33009412e9aa5c97000c41169e8eab54","87","https://www.onlinegamblingcanada.com/news/blackjack-strategy-guide-for-canadian-players","https://www.onlinegamblingcanada.com/news/blackjack-strategy-guide-for-canadian-players"
"https://www.onlinegamblingcanada.com/_next/static/chunks/23-4ba2cbf430395d8b.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","116","","https://www.onlinegamblingcanada.com/_next/static/chunks/23-4ba2cbf430395d8b.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/games/bingo","text/html; charset=utf-8","200","OK","Indexable","","f0f4104b6a142a04ecbb4e8ebb4064cd","48","https://www.onlinegamblingcanada.com/games/bingo","https://www.onlinegamblingcanada.com/games/bingo"
"https://www.onlinegamblingcanada.com/_next/static/chunks/fd9d1056-be48aeae6e94b8d1.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","122","","https://www.onlinegamblingcanada.com/_next/static/chunks/fd9d1056-be48aeae6e94b8d1.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/reviews","text/html; charset=utf-8","200","OK","Indexable","","541c42c0b1fd76a1cf6a15c8c81cad72","44","https://www.onlinegamblingcanada.com/reviews","https://www.onlinegamblingcanada.com/reviews"
"https://www.onlinegamblingcanada.com/logos/cazimbo-sport.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","60","","https://www.onlinegamblingcanada.com/logos/cazimbo-sport.png"
"https://www.onlinegamblingcanada.com/logos/draftkings-sport.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","63","","https://www.onlinegamblingcanada.com/logos/draftkings-sport.png"
"https://www.onlinegamblingcanada.com/games/blackjack","text/html; charset=utf-8","200","OK","Indexable","","bf77039bfc77db2b91502ed271d535ca","52","https://www.onlinegamblingcanada.com/games/blackjack","https://www.onlinegamblingcanada.com/games/blackjack"
"https://www.onlinegamblingcanada.com/_next/static/css/c1772ecb2ada8b13.css?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","text/css; charset=utf-8","200","OK","Indexable","","","111","","https://www.onlinegamblingcanada.com/_next/static/css/c1772ecb2ada8b13.css?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/news","text/html; charset=utf-8","200","OK","Indexable","","a5fc47dc8c5bfa6de49723e1bea3591c","41","https://www.onlinegamblingcanada.com/news","https://www.onlinegamblingcanada.com/news"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-sport","text/html; charset=utf-8","200","OK","Indexable","","c6841c976c591a8ba42c4c3783626efd","58","https://www.onlinegamblingcanada.com/reviews/cazimbo-sport","https://www.onlinegamblingcanada.com/reviews/cazimbo-sport"
"https://www.onlinegamblingcanada.com/logos/betinia-sports.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","61","","https://www.onlinegamblingcanada.com/logos/betinia-sports.png"
"https://www.onlinegamblingcanada.com/logos/highroller-casino.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","64","","https://www.onlinegamblingcanada.com/logos/highroller-casino.png"
"https://www.onlinegamblingcanada.com/logos/riseofbets-casino.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","64","","https://www.onlinegamblingcanada.com/logos/riseofbets-casino.png"
"https://www.onlinegamblingcanada.com/reviews/draftkings-casino","text/html; charset=utf-8","200","OK","Indexable","","83441719e69b22dc10808762a749ca7","62","https://www.onlinegamblingcanada.com/reviews/draftkings-casino","https://www.onlinegamblingcanada.com/reviews/draftkings-casino"
"https://www.onlinegamblingcanada.com/games/poker","text/html; charset=utf-8","200","OK","Indexable","","c32a981ade9dca424c776f48a8cd728f","48","https://www.onlinegamblingcanada.com/games/poker","https://www.onlinegamblingcanada.com/games/poker"
"https://www.onlinegamblingcanada.com/news/nfl-2026-betting-guide-for-canadian-bettors","text/html; charset=utf-8","200","OK","Indexable","","44231439f654d1881e6ae31b6bcd96a4","85","https://www.onlinegamblingcanada.com/news/nfl-2026-betting-guide-for-canadian-bettors","https://www.onlinegamblingcanada.com/news/nfl-2026-betting-guide-for-canadian-bettors"
"https://www.onlinegamblingcanada.com/logos/draftkings-casino.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","64","","https://www.onlinegamblingcanada.com/logos/draftkings-casino.png"
"https://www.onlinegamblingcanada.com/logos/888casino.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","56","","https://www.onlinegamblingcanada.com/logos/888casino.png"
"https://www.onlinegamblingcanada.com/logos/campobet-sports.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","62","","https://www.onlinegamblingcanada.com/logos/campobet-sports.png"
"https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained","text/html; charset=utf-8","200","OK","Indexable","","6ca88111671f3fb9460637d4de7e04cb","88","https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained","https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained"
"https://www.onlinegamblingcanada.com/sports-betting/ontario","text/html; charset=utf-8","200","OK","Indexable","","fcbfdd9951ac2550ae4bbe5e517f8b9d","59","https://www.onlinegamblingcanada.com/sports-betting/ontario","https://www.onlinegamblingcanada.com/sports-betting/ontario"
"https://www.onlinegamblingcanada.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","123","","https://www.onlinegamblingcanada.com/_next/static/chunks/polyfills-78c92fac7aa8fdd8.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/games/video-poker","text/html; charset=utf-8","200","OK","Indexable","","f845079b0110877d777b274cb8d3b596","54","https://www.onlinegamblingcanada.com/games/video-poker","https://www.onlinegamblingcanada.com/games/video-poker"
"https://www.onlinegamblingcanada.com/_next/static/chunks/231-d28521b9a1ca2868.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","117","","https://www.onlinegamblingcanada.com/_next/static/chunks/231-d28521b9a1ca2868.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/contact","text/html; charset=utf-8","200","OK","Indexable","","c9319d9fab2a774621c2b56f2a13a082","44","https://www.onlinegamblingcanada.com/contact","https://www.onlinegamblingcanada.com/contact"
"https://www.onlinegamblingcanada.com/games/roulette","text/html; charset=utf-8","200","OK","Indexable","","c5b3824f4d1b9be91b9d3298bf32ca61","51","https://www.onlinegamblingcanada.com/games/roulette","https://www.onlinegamblingcanada.com/games/roulette"
"https://www.onlinegamblingcanada.com/reviews/cazimbo-casino","text/html; charset=utf-8","200","OK","Indexable","","8c82bee554216bcc7edce7463647e463","59","https://www.onlinegamblingcanada.com/reviews/cazimbo-casino","https://www.onlinegamblingcanada.com/reviews/cazimbo-casino"
"https://www.onlinegamblingcanada.com/reviews/campeonbet-sports","text/html; charset=utf-8","200","OK","Indexable","","c62e411cde43e269eeecc4c4451d68bf","62","https://www.onlinegamblingcanada.com/reviews/campeonbet-sports","https://www.onlinegamblingcanada.com/reviews/campeonbet-sports"
"https://www.onlinegamblingcanada.com/reviews/highroller-casino","text/html; charset=utf-8","200","OK","Indexable","","3d181e71b942b41ddd5b51cc95e7e47c","62","https://www.onlinegamblingcanada.com/reviews/highroller-casino","https://www.onlinegamblingcanada.com/reviews/highroller-casino"
"https://www.onlinegamblingcanada.com/sports-betting/alberta","text/html; charset=utf-8","200","OK","Indexable","","b53d7a4ecd03603af6d8ce52c66951c7","59","https://www.onlinegamblingcanada.com/sports-betting/alberta","https://www.onlinegamblingcanada.com/sports-betting/alberta"
"https://www.onlinegamblingcanada.com/reviews/campobet-sports","text/html; charset=utf-8","200","OK","Indexable","","885d82064f624b1c2af795f2212d598f","60","https://www.onlinegamblingcanada.com/reviews/campobet-sports","https://www.onlinegamblingcanada.com/reviews/campobet-sports"
"https://www.onlinegamblingcanada.com/reviews/888casino","text/html; charset=utf-8","200","OK","Indexable","","ddb5a943ea69b4291c2268fc31d916c8","54","https://www.onlinegamblingcanada.com/reviews/888casino","https://www.onlinegamblingcanada.com/reviews/888casino"
"https://www.onlinegamblingcanada.com/logos/cazimbo-casino.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","61","","https://www.onlinegamblingcanada.com/logos/cazimbo-casino.png"
"https://www.onlinegamblingcanada.com/sports-betting","text/html; charset=utf-8","200","OK","Indexable","","b22521386c06281e735919abba8d9893","51","https://www.onlinegamblingcanada.com/sports-betting","https://www.onlinegamblingcanada.com/sports-betting"
"https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","text/html; charset=utf-8","200","OK","Indexable","","bd864f06063cb18046be7b084c2698ec","63","https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino"
"https://www.onlinegamblingcanada.com/reviews/playojo-casino","text/html; charset=utf-8","200","OK","Indexable","","c5dd0dbca9692a76941cc101ce607777","59","https://www.onlinegamblingcanada.com/reviews/playojo-casino","https://www.onlinegamblingcanada.com/reviews/playojo-casino"
"https://www.onlinegamblingcanada.com/logos/campeonbet-sports.png","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","64","","https://www.onlinegamblingcanada.com/logos/campeonbet-sports.png"
"https://www.onlinegamblingcanada.com/reviews/draftkings-sport","text/html; charset=utf-8","200","OK","Indexable","","84a3beab78d977aa8f361343ae92336","61","https://www.onlinegamblingcanada.com/reviews/draftkings-sport","https://www.onlinegamblingcanada.com/reviews/draftkings-sport"
"https://www.onlinegamblingcanada.com/_next/static/chunks/main-app-f73cdb3bce740b12.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","122","","https://www.onlinegamblingcanada.com/_next/static/chunks/main-app-f73cdb3bce740b12.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/about","text/html; charset=utf-8","200","OK","Indexable","","fd7c7c268b05002cf488fb9dbaec3d48","42","https://www.onlinegamblingcanada.com/about","https://www.onlinegamblingcanada.com/about"
"https://www.onlinegamblingcanada.com/reviews/betinia-sports","text/html; charset=utf-8","200","OK","Indexable","","d3ecfecfc8bc4846dd9971ca98b49c0","59","https://www.onlinegamblingcanada.com/reviews/betinia-sports","https://www.onlinegamblingcanada.com/reviews/betinia-sports"
"https://www.onlinegamblingcanada.com/casino","text/html; charset=utf-8","200","OK","Indexable","","116021beefd10b9e1923ef9eb0232c9c","43","https://www.onlinegamblingcanada.com/casino","https://www.onlinegamblingcanada.com/casino"
"https://www.onlinegamblingcanada.com/games/slots","text/html; charset=utf-8","200","OK","Indexable","","d97273c02dcfe8e950e3304209f83ed1","48","https://www.onlinegamblingcanada.com/games/slots","https://www.onlinegamblingcanada.com/games/slots"
"https://www.onlinegamblingcanada.com/_next/static/chunks/webpack-889906d2d9470bce.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","121","","https://www.onlinegamblingcanada.com/_next/static/chunks/webpack-889906d2d9470bce.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/_next/static/chunks/app/page-6d5e94f090161744.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","122","","https://www.onlinegamblingcanada.com/_next/static/chunks/app/page-6d5e94f090161744.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
"https://www.onlinegamblingcanada.com/games","text/html; charset=utf-8","200","OK","Indexable","","b9488ce606e942669da775b800e74300","42","https://www.onlinegamblingcanada.com/games","https://www.onlinegamblingcanada.com/games"
"https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","text/html; charset=utf-8","200","OK","Indexable","","78f2535f69a603664b2bceccb8cf40e7","76","https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics"
"https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","text/html; charset=utf-8","200","OK","Indexable","","c101899bbd4babd0a3dcff52deac07a1","92","https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide"
"https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","text/html; charset=utf-8","200","OK","Indexable","","97fc1c45b64994e3fa5b06a6d5b513e0","74","https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27"
"https://www.onlinegamblingcanada.com/crypto","text/html; charset=utf-8","200","OK","Indexable","","25d5c8a780e6b8a5cf534f6bed6e22c2","43","https://www.onlinegamblingcanada.com/crypto","https://www.onlinegamblingcanada.com/crypto"
"https://www.onlinegamblingcanada.com/_next/static/chunks/app/sports-betting-understanding-the-basics/page-19315217c07c7d1d.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX","application/javascript; charset=utf-8","200","OK","Indexable","","","162","","https://www.onlinegamblingcanada.com/_next/static/chunks/app/sports-betting-understanding-the-basics/page-19315217c07c7d1d.js?dpl=dpl_Ehp7b1UDjLjutcowjrX6zNdvYFoX"
